,sc,year,site,treatment,transect,round,uniqueID,genus,species,gs,plant_genus,plant_species,genus_species
2898,2012_ROT,2012,RO,T,1,3,NAT.CIG2012_0535,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2899,2012_ROT,2012,RO,T,1,3,NAT.CIG2012_0536,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2900,2012_ROT,2012,RO,T,3,3,NAT.CIG2012_0537,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2901,2012_ROT,2012,RO,T,3,3,NAT.CIG2012_0538,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2902,2012_ROT,2012,RO,T,1,3,NAT.CIG2012_0539,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2903,2012_ROT,2012,RO,T,1,3,NAT.CIG2012_0540,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2904,2012_ROT,2012,RO,T,1,3,NAT.CIG2012_0541,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2905,2012_ROT,2012,RO,T,1,3,NAT.CIG2012_0542,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2906,2012_ROT,2012,RO,T,3,3,NAT.CIG2012_0543,Bombus,impatiens,Bombus_impatiens,Centaurea,stoebe,Centaurea_stoebe
2907,2012_ROT,2012,RO,T,1,4,NAT.CIG2012_0544,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
2908,2012_ROT,2012,RO,T,1,4,NAT.CIG2012_0545,Bombus,impatiens,Bombus_impatiens,thistle,CHECK,thistle_CHECK
2909,2012_ROT,2012,RO,T,1,4,NAT.CIG2012_0546,Bombus,impatiens,Bombus_impatiens,thistle,CHECK,thistle_CHECK
2910,2012_ROT,2012,RO,T,3,4,NAT.CIG2012_0547,Bombus,impatiens,Bombus_impatiens,thistle,CHECK,thistle_CHECK
2911,2012_ROT,2012,RO,T,4,4,NAT.CIG2012_0548,Bombus,impatiens,Bombus_impatiens,thistle,CHECK,thistle_CHECK
2912,2012_ROT,2012,RO,T,4,4,NAT.CIG2012_0549,Bombus,impatiens,Bombus_impatiens,thistle,CHECK,thistle_CHECK
2913,2012_ROT,2012,RO,T,4,4,NAT.CIG2012_0550,Bombus,impatiens,Bombus_impatiens,thistle,CHECK,thistle_CHECK
2914,2012_ROT,2012,RO,T,2,4,NAT.CIG2012_0551,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2915,2012_ROT,2012,RO,T,2,4,NAT.CIG2012_0552,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2916,2012_ROT,2012,RO,T,4,4,NAT.CIG2012_0553,Bombus,impatiens,Bombus_impatiens,Erigeron,philadelphicus,Erigeron_philadelphicus
2917,2012_ALT,2012,AL,T,4,1,NAT.CIG2012_0554,Bombus,perplexus,Bombus_perplexus,Coreopsis,lanceolata,Coreopsis_lanceolata
2918,2012_BWT,2012,BW,T,2,1,NAT.CIG2012_0555,Bombus,perplexus,Bombus_perplexus,Coreopsis,lanceolata,Coreopsis_lanceolata
2919,2012_BWT,2012,BW,T,1,1,NAT.CIG2012_0556,Bombus,fervidus,Bombus_fervidus,Gaillardia,pulchella,Gaillardia_pulchella
2920,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0557,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2921,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0558,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2922,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0559,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2923,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0560,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2924,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0561,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2925,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0562,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2926,2012_ABT,2012,AB,T,3,2,NAT.CIG2012_0563,Bombus,griseocollis,Bombus_griseocollis,Rudbeckia,hirta,Rudbeckia_hirta
2927,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0564,Bombus,griseocollis,Bombus_griseocollis,Rudbeckia,hirta,Rudbeckia_hirta
2928,2012_BWT,2012,BW,T,1,1,NAT.CIG2012_0565,Bombus,griseocollis,Bombus_griseocollis,Coreopsis,lanceolata,Coreopsis_lanceolata
2929,2012_BWT,2012,BW,T,3,1,NAT.CIG2012_0566,Bombus,griseocollis,Bombus_griseocollis,Gaillardia,pulchella,Gaillardia_pulchella
2930,2012_MAT,2012,MA,T,3,1,NAT.CIG2012_0567,Bombus,griseocollis,Bombus_griseocollis,Rudbeckia,hirta,Rudbeckia_hirta
2931,2012_MAT,2012,MA,T,1,1,NAT.CIG2012_0568,Bombus,griseocollis,Bombus_griseocollis,Trifolium,repens,Trifolium_repens
2932,2012_MAT,2012,MA,T,2,1,NAT.CIG2012_0569,Bombus,griseocollis,Bombus_griseocollis,Bidens,coronata,Bidens_coronata
2933,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0570,Bombus,griseocollis,Bombus_griseocollis,Heliopsis,helianthoides,Heliopsis_helianthoides
2934,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0571,Bombus,griseocollis,Bombus_griseocollis,Heliopsis,helianthoides,Heliopsis_helianthoides
2935,2012_MAT,2012,MA,T,2,2,NAT.CIG2012_0572,Bombus,griseocollis,Bombus_griseocollis,Heliopsis,helianthoides,Heliopsis_helianthoides
2936,2012_MAT,2012,MA,T,2,2,NAT.CIG2012_0573,Bombus,griseocollis,Bombus_griseocollis,Heliopsis,helianthoides,Heliopsis_helianthoides
2937,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0574,Bombus,griseocollis,Bombus_griseocollis,Heliopsis,helianthoides,Heliopsis_helianthoides
2938,2012_MAT,2012,MA,T,2,2,NAT.CIG2012_0575,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2939,2012_MAT,2012,MA,T,2,2,NAT.CIG2012_0576,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2940,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0577,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2941,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0578,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2942,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0579,Bombus,griseocollis,Bombus_griseocollis,Rudbeckia,hirta,Rudbeckia_hirta
2943,2012_ROC,2012,RO,C,3,2,NAT.CIG2012_0580,Bombus,griseocollis,Bombus_griseocollis,Asclepias,syriaca,Asclepias_syriaca
2944,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0581,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2945,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0582,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2946,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0583,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2947,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0584,Bombus,griseocollis,Bombus_griseocollis,Rudbeckia,hirta,Rudbeckia_hirta
2948,2012_BWT,2012,BW,T,2,1,NAT.CIG2012_0585,Bombus,griseocollis,Bombus_griseocollis,Gaillardia,pulchella,Gaillardia_pulchella
2949,2012_BWT,2012,BW,T,3,1,NAT.CIG2012_0586,Bombus,griseocollis,Bombus_griseocollis,Gaillardia,pulchella,Gaillardia_pulchella
2950,2012_BWT,2012,BW,T,3,1,NAT.CIG2012_0587,Bombus,griseocollis,Bombus_griseocollis,Gaillardia,pulchella,Gaillardia_pulchella
2951,2012_BWT,2012,BW,T,4,1,NAT.CIG2012_0588,Bombus,griseocollis,Bombus_griseocollis,Gaillardia,pulchella,Gaillardia_pulchella
2952,2012_BWT,2012,BW,T,3,1,NAT.CIG2012_0589,Bombus,griseocollis,Bombus_griseocollis,Gaillardia,pulchella,Gaillardia_pulchella
2953,2012_BWT,2012,BW,T,4,1,NAT.CIG2012_0590,Bombus,griseocollis,Bombus_griseocollis,Gaillardia,pulchella,Gaillardia_pulchella
2954,2012_BWT,2012,BW,T,2,2,NAT.CIG2012_0591,Bombus,griseocollis,Bombus_griseocollis,Gaillardia,pulchella,Gaillardia_pulchella
2955,2012_BWT,2012,BW,T,3,2,NAT.CIG2012_0592,Bombus,griseocollis,Bombus_griseocollis,Gaillardia,pulchella,Gaillardia_pulchella
2956,2012_BWT,2012,BW,T,1,2,NAT.CIG2012_0593,Bombus,griseocollis,Bombus_griseocollis,Gaillardia,pulchella,Gaillardia_pulchella
2957,2012_BWT,2012,BW,T,2,2,NAT.CIG2012_0594,Bombus,griseocollis,Bombus_griseocollis,Rudbeckia,hirta,Rudbeckia_hirta
2958,2012_BWT,2012,BW,T,3,2,NAT.CIG2012_0595,Bombus,griseocollis,Bombus_griseocollis,Rudbeckia,hirta,Rudbeckia_hirta
2959,2012_MAT,2012,MA,T,4,1,NAT.CIG2012_0596,Bombus,griseocollis,Bombus_griseocollis,Asclepias,tuberosa,Asclepias_tuberosa
2960,2012_MAT,2012,MA,T,4,1,NAT.CIG2012_0597,Bombus,griseocollis,Bombus_griseocollis,Asclepias,tuberosa,Asclepias_tuberosa
2961,2012_MAT,2012,MA,T,4,1,NAT.CIG2012_0598,Bombus,griseocollis,Bombus_griseocollis,Asclepias,tuberosa,Asclepias_tuberosa
2962,2012_MAT,2012,MA,T,2,1,NAT.CIG2012_0599,Bombus,griseocollis,Bombus_griseocollis,Asclepias,tuberosa,Asclepias_tuberosa
2963,2012_MAT,2012,MA,T,4,1,NAT.CIG2012_0600,Bombus,griseocollis,Bombus_griseocollis,Asclepias,tuberosa,Asclepias_tuberosa
2964,2012_MAT,2012,MA,T,4,1,NAT.CIG2012_0601,Bombus,griseocollis,Bombus_griseocollis,Asclepias,tuberosa,Asclepias_tuberosa
2965,2012_MAT,2012,MA,T,3,1,NAT.CIG2012_0602,Bombus,griseocollis,Bombus_griseocollis,Asclepias,tuberosa,Asclepias_tuberosa
2966,2012_MAT,2012,MA,T,3,1,NAT.CIG2012_0603,Bombus,griseocollis,Bombus_griseocollis,Rudbeckia,hirta,Rudbeckia_hirta
2967,2012_MAT,2012,MA,T,4,1,NAT.CIG2012_0604,Bombus,griseocollis,Bombus_griseocollis,Rudbeckia,hirta,Rudbeckia_hirta
2968,2012_MAT,2012,MA,T,1,1,NAT.CIG2012_0605,Bombus,griseocollis,Bombus_griseocollis,Trifolium,pratense,Trifolium_pratense
2969,2012_MAT,2012,MA,T,2,1,NAT.CIG2012_0606,Bombus,griseocollis,Bombus_griseocollis,Trifolium,repens,Trifolium_repens
2970,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0607,Bombus,griseocollis,Bombus_griseocollis,Heliopsis,helianthoides,Heliopsis_helianthoides
2971,2012_MAT,2012,MA,T,2,2,NAT.CIG2012_0608,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2972,2012_MAT,2012,MA,T,2,2,NAT.CIG2012_0609,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2973,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0610,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2974,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0611,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2975,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0612,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2976,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0613,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2977,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0614,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2978,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0615,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2979,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0616,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2980,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0617,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2981,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0618,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2982,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0619,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2983,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0620,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2984,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0621,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2985,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0622,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2986,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0623,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2987,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0624,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2988,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0625,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2989,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0626,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2990,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0627,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2991,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0628,Bombus,griseocollis,Bombus_griseocollis,Monarda,fistulosa,Monarda_fistulosa
2992,2012_MAT,2012,MA,T,2,2,NAT.CIG2012_0629,Bombus,griseocollis,Bombus_griseocollis,Rudbeckia,hirta,Rudbeckia_hirta
2993,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0630,Bombus,griseocollis,Bombus_griseocollis,Rudbeckia,hirta,Rudbeckia_hirta
2994,2012_MAT,2012,MA,T,1,2,NAT.CIG2012_0631,Bombus,griseocollis,Bombus_griseocollis,Trifolium,pratense,Trifolium_pratense
2995,2012_MAT,2012,MA,T,1,2,NAT.CIG2012_0632,Bombus,griseocollis,Bombus_griseocollis,Trifolium,pratense,Trifolium_pratense
2996,2012_MAT,2012,MA,T,1,2,NAT.CIG2012_0633,Bombus,griseocollis,Bombus_griseocollis,Trifolium,pratense,Trifolium_pratense
2997,2012_MAT,2012,MA,T,1,2,NAT.CIG2012_0634,Bombus,griseocollis,Bombus_griseocollis,Trifolium,pratense,Trifolium_pratense
2998,2012_ABT,2012,AB,T,3,1,NAT.CIG2012_0635,Bombus,impatiens,Bombus_impatiens,Trifolium,arvense,Trifolium_arvense
2999,2012_ABT,2012,AB,T,3,1,NAT.CIG2012_0636,Bombus,impatiens,Bombus_impatiens,Trifolium,repens,Trifolium_repens
3000,2012_ABT,2012,AB,T,3,1,NAT.CIG2012_0637,Bombus,impatiens,Bombus_impatiens,Trifolium,repens,Trifolium_repens
3001,2012_ABT,2012,AB,T,3,1,NAT.CIG2012_0638,Bombus,impatiens,Bombus_impatiens,Trifolium,repens,Trifolium_repens
3002,2012_ABT,2012,AB,T,1,2,NAT.CIG2012_0639,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
3003,2012_ABT,2012,AB,T,1,2,NAT.CIG2012_0640,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
3004,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0641,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
3005,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0642,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
3006,2012_ABT,2012,AB,T,2,2,NAT.CIG2012_0643,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
3007,2012_ABT,2012,AB,T,4,2,NAT.CIG2012_0644,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
3008,2012_ABT,2012,AB,T,1,2,NAT.CIG2012_0645,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
3009,2012_BWC,2012,BW,C,1,2,NAT.CIG2012_0646,Bombus,impatiens,Bombus_impatiens,Hypericum,perforatum,Hypericum_perforatum
3010,2012_BWC,2012,BW,C,4,2,NAT.CIG2012_0647,Bombus,impatiens,Bombus_impatiens,Hypericum,perforatum,Hypericum_perforatum
3011,2012_BWT,2012,BW,T,2,2,NAT.CIG2012_0648,Bombus,impatiens,Bombus_impatiens,Gaillardia,pulchella,Gaillardia_pulchella
3012,2012_MAT,2012,MA,T,1,1,NAT.CIG2012_0649,Bombus,impatiens,Bombus_impatiens,Trifolium,repens,Trifolium_repens
3013,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0650,Bombus,impatiens,Bombus_impatiens,Heliopsis,helianthoides,Heliopsis_helianthoides
3014,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0651,Bombus,impatiens,Bombus_impatiens,Heliopsis,helianthoides,Heliopsis_helianthoides
3015,2012_MAT,2012,MA,T,2,2,NAT.CIG2012_0652,Bombus,impatiens,Bombus_impatiens,Heliopsis,helianthoides,Heliopsis_helianthoides
3016,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0653,Bombus,impatiens,Bombus_impatiens,Heliopsis,helianthoides,Heliopsis_helianthoides
3017,2012_MAT,2012,MA,T,4,2,NAT.CIG2012_0654,Bombus,impatiens,Bombus_impatiens,Heliopsis,helianthoides,Heliopsis_helianthoides
3018,2012_MAT,2012,MA,T,2,2,NAT.CIG2012_0655,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
3019,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0656,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
3020,2012_MAT,2012,MA,T,3,2,NAT.CIG2012_0657,Bombus,impatiens,Bombus_impatiens,Rudbeckia,hirta,Rudbeckia_hirta
3021,2012_ROC,2012,RO,C,3,2,NAT.CIG2012_0658,Bombus,impatiens,Bombus_impatiens,Asclepias,syriaca,Asclepias_syriaca
3022,2012_ROC,2012,RO,C,2,2,NAT.CIG2012_0659,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
3023,2012_ROC,2012,RO,C,2,2,NAT.CIG2012_0660,Bombus,impatiens,Bombus_impatiens,Monarda,fistulosa,Monarda_fistulosa
3024,2012_ROT,2012,RO,T,2,1,NAT.CIG2012_0661,Bombus,impatiens,Bombus_impatiens,Coreopsis,lanceolata,Coreopsis_lanceolata
3025,2012_ROT,2012,RO,T,3,2,NAT.CIG2012_0662,Bombus,impatiens,Bombus_impatiens,Trifolium,repens,Trifolium_repens
3026,2012_ROT,2012,RO,T,1,2,NAT.CIG2012_0663,Bombus,impatiens,Bombus_impatiens,Trifolium,repens,Trifolium_repens
3027,2012_ROT,2012,RO,T,2,2,NAT.CIG2012_0664,Bombus,impatiens,Bombus_impatiens,Trifolium,repens,Trifolium_repens
3028,2012_ROT,2012,RO,T,3,2,NAT.CIG2012_0665,Bombus,impatiens,Bombus_impatiens,Trifolium,repens,Trifolium_repens
3029,2012_ROT,2012,RO,T,4,2,NAT.CIG2012_0666,Bombus,impatiens,Bombus_impatiens,Trifolium,repens,Trifolium_repens
3030,2012_ALT,2012,AL,T,2,2,NAT.CIG2012_0667,Bombus,perplexus,Bombus_perplexus,Leucanthemum,vulgare,Leucanthemum_vulgare
3031,2012_ABT,2012,AB,T,1,2,NAT.CIG2012_0668,Bombus,vagans,Bombus_vagans,Monarda,fistulosa,Monarda_fistulosa
3032,2012_MAT,2012,MA,T,1,4,NAT.CIG2012_0669,Calliopsis,andreniformis,Calliopsis_andreniformis,Erigeron,philadelphicus,Erigeron_philadelphicus
3033,2012_ALT,2012,AL,T,4,2,NAT.CIG2012_0670,Calliopsis,andreniformis,Calliopsis_andreniformis,Rudbeckia,hirta,Rudbeckia_hirta
3034,2012_BWT,2012,BW,T,3,4,NAT.CIG2012_0671,Ceratina,calcarata,Ceratina_calcarata,Gaillardia,pulchella,Gaillardia_pulchella
3035,2012_DFT,2012,DF,T,2,3,NAT.CIG2012_0672,Ceratina,calcarata,Ceratina_calcarata,Conyza,canadensis,Conyza_canadensis
3036,2012_DFT,2012,DF,T,4,4,NAT.CIG2012_0673,Ceratina,calcarata,Ceratina_calcarata,Conyza,canadensis,Conyza_canadensis
3037,2012_DFT,2012,DF,T,2,4,NAT.CIG2012_0674,Ceratina,calcarata,Ceratina_calcarata,Ipomoea,lacunosa,Ipomoea_lacunosa
3038,2012_DFT,2012,DF,T,4,4,NAT.CIG2012_0675,Ceratina,calcarata,Ceratina_calcarata,Ipomoea,lacunosa,Ipomoea_lacunosa
3039,2012_DFT,2012,DF,T,4,4,NAT.CIG2012_0676,Ceratina,calcarata,Ceratina_calcarata,Ipomoea,lacunosa,Ipomoea_lacunosa
3040,2012_ROT,2012,RO,T,1,1,NAT.CIG2012_0677,Ceratina,calcarata,Ceratina_calcarata,Leucanthemum,vulgare,Leucanthemum_vulgare
3041,2012_ROT,2012,RO,T,2,4,NAT.CIG2012_0678,Ceratina,calcarata,Ceratina_calcarata,Desmodium,paniculatum,Desmodium_paniculatum
3042,2012_DFT,2012,DF,T,4,3,NAT.CIG2012_0679,Ceratina,calcarata,Ceratina_calcarata,Rudbeckia,hirta,Rudbeckia_hirta
3043,2012_ALC,2012,AL,C,2,3,NAT.CIG2012_0680,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Vernonia,noveboracensis,Vernonia_noveboracensis
3044,2012_ALC,2012,AL,C,1,4,NAT.CIG2012_0681,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Lythrum,salicaria,Lythrum_salicaria
3045,2012_ALT,2012,AL,T,3,1,NAT.CIG2012_0682,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Coreopsis,lanceolata,Coreopsis_lanceolata
3046,2012_ALT,2012,AL,T,4,1,NAT.CIG2012_0683,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Coreopsis,lanceolata,Coreopsis_lanceolata
3047,2012_ALT,2012,AL,T,2,1,NAT.CIG2012_0684,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Coreopsis,lanceolata,Coreopsis_lanceolata
3048,2012_ALT,2012,AL,T,1,1,NAT.CIG2012_0685,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Erigeron,philadelphicus,Erigeron_philadelphicus
3049,2012_ALT,2012,AL,T,2,3,NAT.CIG2012_0686,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Erigeron,philadelphicus,Erigeron_philadelphicus
3050,2012_ALT,2012,AL,T,3,4,NAT.CIG2012_0687,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Rudbeckia,hirta,Rudbeckia_hirta
3051,2012_ALT,2012,AL,T,2,4,NAT.CIG2012_0688,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Erigeron,philadelphicus,Erigeron_philadelphicus
3052,2012_BWT,2012,BW,T,2,1,NAT.CIG2012_0689,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Rudbeckia,hirta,Rudbeckia_hirta
3053,2012_BWT,2012,BW,T,3,1,NAT.CIG2012_0690,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Rudbeckia,hirta,Rudbeckia_hirta
3054,2012_BWT,2012,BW,T,3,1,NAT.CIG2012_0691,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Rudbeckia,hirta,Rudbeckia_hirta
3055,2012_BWT,2012,BW,T,2,4,NAT.CIG2012_0692,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Coreopsis,lanceolata,Coreopsis_lanceolata
3056,2012_BWT,2012,BW,T,3,4,NAT.CIG2012_0693,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Gaillardia,pulchella,Gaillardia_pulchella
3057,2012_DFC,2012,DF,C,3,2,NAT.CIG2012_0694,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Ranunculus,bulbosus,Ranunculus_bulbosus
3058,2012_DFC,2012,DF,C,4,2,NAT.CIG2012_0695,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Ranunculus,bulbosus,Ranunculus_bulbosus
3059,2012_DFC,2012,DF,C,4,2,NAT.CIG2012_0696,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Erigeron,philadelphicus,Erigeron_philadelphicus
3060,2012_DFT,2012,DF,T,1,2,NAT.CIG2012_0697,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Rudbeckia,hirta,Rudbeckia_hirta
3061,2012_DFT,2012,DF,T,1,2,NAT.CIG2012_0698,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Rudbeckia,hirta,Rudbeckia_hirta
3062,2012_DFT,2012,DF,T,2,2,NAT.CIG2012_0699,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Rudbeckia,hirta,Rudbeckia_hirta
3063,2012_DFT,2012,DF,T,2,2,NAT.CIG2012_0700,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Rudbeckia,hirta,Rudbeckia_hirta
3064,2012_DFT,2012,DF,T,3,2,NAT.CIG2012_0701,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Rudbeckia,hirta,Rudbeckia_hirta
3065,2012_DFT,2012,DF,T,3,2,NAT.CIG2012_0702,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Rudbeckia,hirta,Rudbeckia_hirta
3066,2012_DFT,2012,DF,T,4,2,NAT.CIG2012_0703,Ceratina,calcarata_dupla_mikmaqi,Ceratina_calcarata_dupla_mikmaqi,Rudbeckia,hirta,Rudbeckia_hirta
